,cleaned_text,topic_hl,topic_hl_encoded
2398,1980 Railway #stamp #stamps #philatelists #philately #stampcollector #stampcollection #stampcollecting #postalstamps #royalmail #postagestamps #collectingstamps #postage #postagestamps #presentation #presentationpacks  #train #trains #railway #railways ,Philately,2
2380,"Part time Delivery Postperson with Driving
Cumbernauld Delivery Office (G67 1AZ)
Royal Mail
Part-time | Fixed Term 10 months
Hourly Rate: Age 17 £8.13 | Age 18+ £10.46

#GlasgowJobs #royalmail #Glasgow #NewJob ",Royal Mail Jobs,4
38,Having a total nightmare with #royalmail today. 1 forged signature for delivery and 2 missing packages! ,Customer Service,0
2361,#Cleaning Operative F/T #Permanent #RoyalMail #Sutton @RoyalMailGroup  #Jobs #Cleaner #SM1Jobs #SuttonJobs,Royal Mail Jobs,4
2029,"Here's @DerbyChrisW with last week in #parliament roundup
#Brexit
#ToryCoup #NoConfidence
#BorisJohnson &amp; #Nazanin
#UniversalCredit 
#Budget &amp; #Labour5Demands
#RoyalMail huge profits for who? Private Shareholders. 
",Politics,3
1639,#royalmail posted a letter to my son with a sentimental St Christopher ( not valuable ) One year and 9 months ago - it finally got delivered today 👍 phew 😅,Customer Service,0
2178,"Postperson with Driving @RoyalMail in Wigton Delivery Office

See: 

#CumbriaJobs #RoyalMail ",Royal Mail Jobs,4
1361,Oh #burton is not on the list must just mean I have no post 🤣 positive I suppose #RoyalMail,Customer Service,0
2035,"Public Letter to the Queen of England Elizabeth II -  about murder of RUSSIAN MONARCHY and her own Royal Family .

@CrownPrincessMM @fpa @MonarchieBe @Kronprinsparet @RoyalFamily @CasaReal @koninklijkhuis @Koning_NL
#royalmail #news #Europe #England ",Politics,3
700,Sometimes you just get a really nice postie. Bothered to find our back garden (not easy) and leave this lovely message @RoyalMail Nice to come home to on a Friday evening #royalmail #post ,Customer Service,0
244,Cardboard rock on way to @SpaceStation65 #royalmail ,Customer Service,0
806,And I suddenly understand stamp collecting #royalmail winning this Christmas ,Customer Service,0
2139,The Penny Post tour stopped at Llandudno Delivery Office last week and met the delivery team in this lovely North Wales office. Our team was on hand to handle queries and discuss our products with members. Would you like Penny Post to visit your office? Let us know. #RoyalMail ,Royal Mail Jobs,4
1295,Thanks to the bright spark from #royalmail who thinks this flooded manky gas box is an appropriate place to store my parcel. ,Customer Service,0
2134,"Postman/Postwoman with Driving @RoyalMail #Melrose
Apply/Info  
#RoyalMail #ScottishBorderJobs ",Royal Mail Jobs,4
1283,"Brits warned delivering Christmas cards by hand could spread #coronavirus 
",Customer Service,0
1646,Everyone should read this through twice!!! #postagestamphike #RoyalMail,Customer Service,0
544,"My deliver was split in 3 parts why pc place!.. and two of them revived later at the mail center, now we wait! For #royalmail",Customer Service,0
1875,"It has been reported to me Segensworth postal sorting near Fareham, Hants. is stock piling Xmas mail and only releasing tracked mail for delivery. That will lose public public support for the strikes if that's true #RoyalMail Those waiting news for health app'tments will be cross",Customer Service,0
979,"#royalmail what a joke!! Was in, watched postie walk up path and heard post fall thro letterbox, no knock or doorbell rang yet received this! Then try and ring, ha!! Better luck winning lottery. Now I have to pay to get a taxi to pick it up! Big complaint coming, watch out RM! ",Customer Service,0
2162,The #RoyalMail is looking for postal staff in #Liverpool. If you love being #outdoors and have an upbeat personality it could be the perfect #job for you  @RoyalMail @PostalHubPod @PostEurop ,Royal Mail Jobs,4
1862,Support your Postie #RoyalMail,Customer Service,0
460,New phone 😍#royalmail said collect the next working day but they were open late so I got it… ,Customer Service,0
355,what if it was medical results or even worse news about a death etc etc #royalmail,Customer Service,0
664,#royalmail why do I have to write a polite note to our post person to ask for our post to be put in our post box???,Customer Service,0
478,Solidarity amongst the workforce there!! #RoyalMail ,Customer Service,0
1516,No post delivered since Saturday. Finally had some including ChurchTimes a week late. Are #royalmail suffering Covid or is that just an excuse?,Customer Service,0
1583,"@Hermesparcels why use #hermes, 3rd parcel delivered by your company and yet again as before I have another video of your #delivery man simply throwing what is a bottle of perfume over our gate! Perfume box damaged #hermes #xmas #dhl #amazon #royalmail",Customer Service,0
1526,#Royalmail please Royal mail will you step up with responding and sort issues out with your absolutely shocking service! I have had a second parcel returned that I’ve tried to send to my husband in Cuba after sending and paying £25-Customs declaration complete yet returned??,Customer Service,0
952,P2/1 playing posties with our new post office role play. #WOW #royalmail ,Customer Service,0
1985,Christmas reply from HRH Princess Alexandra of Luxembourg and her fiancee Mr Nicolas Bagory. 🇱🇺 #Royal #royalletter #royalmail #royalreply #Christmas ,Royal Reply,5
2160,"Postperson with Driving with @RoyalMail Boreham Wood. 

Info/apply: 
 Please note, this is a 8 hour Saturday only shift
#HertsJobs #BorehamWoodJobs #RoyalMail #DrivingJobs ",Royal Mail Jobs,4
937,"Haha New cards for our area 
#royalmail #delivery ",Customer Service,0
170,Okay so parcel collection office open later run up Xmas but Q out door and only 1 person serving! #royalmail #nothelping,Customer Service,0
593,Thank you cards have gone missing from a sealed envelope whilst in transit....,Customer Service,0
2242,"Royal Mail (LON: RMG) shares have continued to climb, rising more than 5% after the... #rmg #royalmail #stocks #stockstowatch ",Financial News,1
1565,I called Royal Mail yesterday about my lack of post and guess what just turned up: ,Customer Service,0
68,#royalmail delivery ,Customer Service,0
51,Return To Sender by Jessma Carter sees a mix-up with a letter. #RoyalMail #postman,Customer Service,0
1429,"Royal Mail to trial Sunday parcel service for big retailers
#RoyalMail ",Customer Service,0
2211,"Investors like progress reported in #BURBERRY &amp; #ROYALMAIL's in-line FY results, though 2016 was tough yr w. little growth for both (2) ^KO",Financial News,1
1655,My Postman can't read it seems!!#royalmail ,Customer Service,0
881,Everyone can fuck off today my parcel from 2 weeks ago is well and truly still LOST! #RoyalMail shite,Customer Service,0
1231,"#RoyalMail set for 'material loss' despite jump in parcels

 

#Hull",Customer Service,0
2044,Stamp on it!  New boss of privatised Royal Mail gets £6m for joining up and a salary of up to £2.7m,Politics,3
73,#royalmail where is our letters. May through to July. Blaming you are #Concentrixputtingfamiliesintopoverty,Customer Service,0
1759,@RoyalMail is this true? ,Customer Service,0
762,Welcome back me #postie #royalmail ,Customer Service,0
1667,Apparently #royalmail need you to be in to receive a signature less LFT parcel from the NHS. Pity they can’t be arsed to knock on the door when you arrange redelivery shit service. What happened to putting it in the letter box like the last 2 years?,Customer Service,0
350,Royal Mail strike threat over pay means millions could miss deliveries across UK #RoyalMail  #royalmail,Customer Service,0
1992,Wonderful christmas card from Their Majesties the King and Queen of the Belgians. 🇧🇪  #Royal #royalletter #royalmail #royal #royalreply #Christmas #Belgium ,Royal Reply,5
1488,"This made me giggle
#royalmail",Customer Service,0
90,#RoyalMail plastic tag found on the beach at Dungeness 16/9/16  wonder what it is?? #2minutebeachclean ,Customer Service,0
1259,Swanley post office package center decides  today to open from 8.00am to 10.00am and to close all day Wednesday What a crock of s*** thay are. Not providing a service. what really winds me up it's only next door to the mine office They class them selfs ad key workers? #royalmail,Customer Service,0
855,To avoid delay please post in the proper boxes #typography #royalmail  ,Customer Service,0
651,Best caption wins! #RoyalMail ,Customer Service,0
2279,"#RoyalMail is falling after FedEx decision.

📦US peers FedEx withdrew full-year guidance due to uncertainty.

📉The decision has hit sentiment towards the UK parcel stock.

#RMG 🔽 11%             

#tradingdotcomuk #MarketUpdate 

RW: 75.71% of retail clients lose money.",Financial News,1
588,@RoyalMail 3rd time tweeting you!! Why was I charged for this? Plus I had to get bus to town &amp; back to collect when it clearly fits through as large letter??? Even took it to post office &amp; asked how much postage should be &amp; they said Large letter stamp!!! ,Customer Service,0
2348,"Postperson with #Driving 6 mth #FTC P/T 30 hrs pw 
@RoyalMail #NewMalden  #Jobs #CustomerServiceJobs #DrivingJobs #RoyalMail #SM1Jobs #SuttonJobs",Royal Mail Jobs,4
1480, - change from the #royalmail to the new #woke brand of Royal Fail,Customer Service,0
2018,Laura caught up with the CWU Cheshire No1 branch last week. Labour is committed to the re-nationisation of #RoyalMail #VoteLabour ,Politics,3
1948,"Hats off to these guys. We met these two postmen on our dog walk this morning, windchill factor is -11 here today and they're still wearing shorts! #royalmail #shorts #freezing #snowuk ",Royal Reply,5
2255,"#RoyalMail gave a fantastic BUY signal on our system back in SEPT 2020 &amp; is now at ATHs. Up 3% today.

Our chart says it all. Key: above the cloud ""In Buy"" below ""In Sell"" $RMG.LN #ftse100 #investing #investments #trading #fintwit #stocks #logistics ",Financial News,1
495,#roaylmail 9 minutes waiting on a premium number 03456021021 be helpful if you knew how many were in front gonna cost me,Customer Service,0
2347,Postperson with #Driving #FTC P/T 28 hrs pw @RoyalMail  #Purley  #Jobs #CustomerServiceJobs #DrivingJobs #RoyalMail #SM1Jobs #SuttonJobs,Royal Mail Jobs,4
785,Other favourite story today was the heartwarming response of #RoyalMail ,Customer Service,0
507,are the post office on strike in sussex this week ffs #royalmail,Customer Service,0
148,That was quick for #royalmail !!! ,Customer Service,0
2166,"JOBS AVAILABLE AT ROYAL MAIL 

Get a guaranteed job interview for Royal Mail when you take our Warehouse Storage &amp; Facilities course. 

Salary: £9.60 - £12.30 hourly rate. 

Send us a message to apply. 

#royalmail #royalmailjobs #liverpooljobs #merseysidejobs #jobsearch ",Royal Mail Jobs,4
1940,"Her Royal Majesty Queen Elizabeth II sends her well wishes for Louise Sale who celebrated her 100th birthday in Fiji today.
#RoyalMail ",Royal Reply,5
1815,#royalmail lying when they have already been to this easily accessible property twice today ,Customer Service,0
316,Nice to see that the postman didn't bother using the doorbell to alert me to him needing wanting mail to be signed for :\ #RoyalMail,Customer Service,0
366,"vince cable,seller of our great #RoyalMail on the cheap to Gideons best man a fine one to talk Dance Off Sir Vince #peston",Customer Service,0
